,gname,country_txt
10961,Shining Path (SL),Peru
10962,Shining Path (SL),Peru
10963,Shining Path (SL),Peru
10964,Shining Path (SL),Peru
10965,Shining Path (SL),Peru
10966,Shining Path (SL),Peru
10967,Shining Path (SL),Peru
10968,Shining Path (SL),Peru
10969,Shining Path (SL),Peru
10970,Shining Path (SL),Peru
10971,Tupac Amaru Revolutionary Movement (MRTA),Peru
10972,Shining Path (SL),Peru
10973,Shining Path (SL),Peru
10974,Shining Path (SL),Peru
10975,Shining Path (SL),Peru
10976,Unknown,Colombia
10977,Brunswijk Jungle Commando,Suriname
10978,Brunswijk Jungle Commando,Suriname
10979,Shining Path (SL),Peru
10980,Shining Path (SL),Peru
10981,Shining Path (SL),Peru
10982,Shining Path (SL),Peru
10983,Shining Path (SL),Peru
10984,Shining Path (SL),Peru
10985,Shining Path (SL),Peru
10986,Shining Path (SL),Peru
10987,Shining Path (SL),Peru
10988,Shining Path (SL),Peru
10989,Shining Path (SL),Peru
10990,Shining Path (SL),Peru
10991,Shining Path (SL),Peru
10992,Shining Path (SL),Peru
10993,Shining Path (SL),Peru
10994,Unknown,Chile
10995,Unknown,Chile
10996,Unknown,Chile
10997,Unknown,Chile
10998,Unknown,Chile
10999,Unknown,Chile
11000,Shining Path (SL),Peru
11001,Shining Path (SL),Peru
11002,Shining Path (SL),Peru
11003,Shining Path (SL),Peru
11004,Shining Path (SL),Peru
11005,Shining Path (SL),Peru
11006,Shining Path (SL),Peru
11007,Shining Path (SL),Peru
11008,Shining Path (SL),Peru
11009,Shining Path (SL),Peru
11010,Shining Path (SL),Peru
11011,Shining Path (SL),Peru
11012,National Liberation Army of Colombia (ELN),Colombia
11013,Shining Path (SL),Peru
11014,Shining Path (SL),Peru
11015,Shining Path (SL),Peru
11016,Shining Path (SL),Peru
11017,Shining Path (SL),Peru
11018,Unknown,Peru
11019,Shining Path (SL),Peru
11020,Revolutionary Armed Forces of Colombia (FARC),Colombia
11021,Unknown,Colombia
11022,Shining Path (SL),Peru
11023,Shining Path (SL),Peru
11024,Shining Path (SL),Peru
11025,Shining Path (SL),Peru
11026,Shining Path (SL),Peru
11027,Shining Path (SL),Peru
11028,Shining Path (SL),Peru
11029,Shining Path (SL),Peru
11030,Shining Path (SL),Peru
11031,The Extraditables,Colombia
11032,Narco-Terrorists,Colombia
11033,Narco-Terrorists,Colombia
11034,Narco-Terrorists,Colombia
11035,Narco-Terrorists,Colombia
11036,Narco-Terrorists,Colombia
11037,Narco-Terrorists,Colombia
11038,Narco-Terrorists,Colombia
11039,Narco-Terrorists,Colombia
11040,Narco-Terrorists,Colombia
11041,Narco-Terrorists,Colombia
11042,Narco-Terrorists,Colombia
11043,Narco-Terrorists,Colombia
11044,Narco-Terrorists,Colombia
11045,Narco-Terrorists,Colombia
11046,Narco-Terrorists,Colombia
11047,Narco-Terrorists,Colombia
11048,Narco-Terrorists,Colombia
11049,Narco-Terrorists,Colombia
11050,Shining Path (SL),Peru
11051,Narco-Terrorists,Colombia
11052,Narco-Terrorists,Colombia
11053,Narco-Terrorists,Colombia
11054,Shining Path (SL),Peru
11055,Shining Path (SL),Peru
11056,Shining Path (SL),Peru
11057,Narco-Terrorists,Colombia
11058,Shining Path (SL),Peru
11059,Tupac Amaru Revolutionary Movement (MRTA),Peru
11060,Tupac Amaru Revolutionary Movement (MRTA),Peru
11061,Simon Bolivar Guerrilla Coordinating Board (CGSB),Colombia
11062,Simon Bolivar Guerrilla Coordinating Board (CGSB),Colombia
11063,Shining Path (SL),Peru
11064,Shining Path (SL),Peru
11065,Shining Path (SL),Peru
11066,Narco-Terrorists,Colombia
11067,National Liberation Army of Colombia (ELN),Colombia
11068,Shining Path (SL),Peru
11069,Shining Path (SL),Peru
11070,The Extraditables,Colombia
11071,Unknown,Peru
11072,Unknown,Peru
11073,Shining Path (SL),Peru
11074,Shining Path (SL),Peru
11075,Shining Path (SL),Peru
11076,Shining Path (SL),Peru
11077,Shining Path (SL),Peru
11078,Shining Path (SL),Peru
11079,Manuel Rodriguez Patriotic Front (FPMR),Chile
11080,Shining Path (SL),Peru
11081,Shining Path (SL),Peru
11082,Shining Path (SL),Peru
11083,Shining Path (SL),Peru
11084,Shining Path (SL),Peru
11085,Narco-Terrorists,Colombia
11086,Shining Path (SL),Peru
11087,Narco-Terrorists,Colombia
11088,Shining Path (SL),Peru
11089,Unknown,Colombia
11090,Narco-Terrorists,Colombia
11091,Unknown,Colombia
11092,Narco-Terrorists,Colombia
11093,Manuel Rodriguez Patriotic Front (FPMR),Chile
11094,Narco-Terrorists,Colombia
11095,Death Squad,Colombia
11096,Shining Path (SL),Peru
11097,Shining Path (SL),Peru
11098,Tupac Amaru Revolutionary Movement (MRTA),Peru
11099,Narco-Terrorists,Colombia
11100,The Extraditables,Colombia
11101,Unknown,Colombia
11102,Unknown,Peru
11103,Unknown,Colombia
11104,Unknown,Colombia
11105,Revolutionary Armed Forces of Colombia (FARC),Colombia
11106,Unknown,Colombia
11107,Che Guevara Brigade,Argentina
11108,Che Guevara Brigade,Argentina
11109,Unknown,Chile
11110,Unknown,Chile
11111,Unknown,Chile
11112,Popular Liberation Army (EPL),Colombia
11113,Narco-Terrorists,Colombia
11114,Narco-Terrorists,Colombia
11115,Unknown,Chile
11116,United Popular Action Movement,Chile
11117,Unknown,Colombia
11118,Manuel Rodriguez Patriotic Front (FPMR),Chile
11119,Manuel Rodriguez Patriotic Front (FPMR),Chile
11120,Manuel Gonzales Patriotic Front,Chile
11121,Manuel Rodriguez Patriotic Front (FPMR),Chile
11122,Narco-Terrorists,Colombia
11123,Narco-Terrorists,Colombia
11124,Narco-Terrorists,Colombia
11125,Unknown,Argentina
11126,Narco-Terrorists,Colombia
11127,National Liberation Army of Colombia (ELN),Colombia
11128,National Liberation Army of Colombia (ELN),Colombia
11129,Shining Path (SL),Peru
11130,Manuel Rodriguez Patriotic Front (FPMR),Chile
11131,Narco-Terrorists,Colombia
11132,Shining Path (SL),Peru
11133,Shining Path (SL),Peru
11134,Death Squad,Colombia
11135,Shining Path (SL),Peru
11136,Narco-Terrorists,Colombia
11137,Narco-Terrorists,Colombia
11138,Manuel Rodriguez Patriotic Front (FPMR),Chile
11139,Unknown,Peru
11140,Unknown,Peru
11141,Unknown,Peru
11142,Unknown,Peru
11143,Unknown,Peru
11144,National Liberation Army of Colombia (ELN),Colombia
11145,National Liberation Army of Colombia (ELN),Colombia
11146,Narco-Terrorists,Colombia
11147,Narco-Terrorists,Colombia
11148,Manuel Rodriguez Patriotic Front (FPMR),Chile
11149,14th of December Command,Chile
11150,14th of December Command,Chile
11151,14th of December Command,Chile
11152,Unknown,Chile
11153,United Popular Action Movement,Chile
11154,Unknown,Colombia
11155,Shining Path (SL),Peru
11156,Narco-Terrorists,Colombia
11157,Shining Path (SL),Peru
11158,Narco-Terrorists,Colombia
11159,Narco-Terrorists,Colombia
11160,Shining Path (SL),Peru
11161,Shining Path (SL),Peru
11162,Shining Path (SL),Peru
11163,Shining Path (SL),Peru
11164,Unknown,Colombia
11165,Unknown,Colombia
11166,Unknown,Colombia
11167,Unknown,Colombia
11168,Unknown,Bolivia
11169,Unknown,Colombia
11170,Shining Path (SL),Peru
11171,National Liberation Army of Colombia (ELN),Colombia
11172,National Liberation Army of Colombia (ELN),Colombia
11173,Shining Path (SL),Peru
11174,Shining Path (SL),Peru
11175,Unknown,Colombia
11176,Narco-Terrorists,Colombia
11177,Narco-Terrorists,Colombia
11178,Narco-Terrorists,Colombia
11179,Unknown,Chile
11180,Unknown,Chile
11181,Manuel Rodriguez Patriotic Front (FPMR),Chile
11182,Narco-Terrorists,Colombia
11183,Shining Path (SL),Peru
11184,Unknown,Chile
11185,Unknown,Chile
11186,Unknown,Chile
11187,Unknown,Chile
11188,Shining Path (SL),Peru
11189,Unknown,Colombia
11190,National Liberation Army of Colombia (ELN),Colombia
11191,National Liberation Army of Colombia (ELN),Colombia
11192,National Liberation Army of Colombia (ELN),Colombia
11193,National Liberation Army of Colombia (ELN),Colombia
11194,National Liberation Army of Colombia (ELN),Colombia
11195,Unknown,Peru
11196,National Liberation Army of Colombia (ELN),Colombia
11197,Unknown,Colombia
11198,Unknown,Colombia
11199,Narco-Terrorists,Colombia
11200,Unknown,Colombia
11201,Narco-Terrorists,Colombia
11202,National Liberation Army of Colombia (ELN),Colombia
11203,Narco-Terrorists,Colombia
11204,Narco-Terrorists,Colombia
11205,Narco-Terrorists,Colombia
11206,Narco-Terrorists,Colombia
11207,Narco-Terrorists,Colombia
11208,Manuel Rodriguez Patriotic Front (FPMR),Chile
11209,Tupac Amaru Revolutionary Movement (MRTA),Peru
11210,Unknown,Chile
11211,Revolutionary Armed Forces of Colombia (FARC),Colombia
11212,Revolutionary Armed Forces of Colombia (FARC),Colombia
11213,Revolutionary Armed Forces of Colombia (FARC),Colombia
11214,National Liberation Army of Colombia (ELN),Colombia
11215,Milicias Rodriguistas,Chile
11216,Milicias Rodriguistas,Chile
11217,Milicias Rodriguistas,Chile
11218,Revolutionary Armed Forces of Colombia (FARC),Colombia
11219,National Liberation Army of Colombia (ELN),Colombia
11220,Narco-Terrorists,Colombia
11221,Milicias Rodriguistas,Chile
11222,Unknown,Chile
11223,Shining Path (SL),Peru
11224,Shining Path (SL),Peru
11225,Shining Path (SL),Peru
11226,Unknown,Chile
11227,Unknown,Chile
11228,Unknown,Chile
11229,Unknown,Chile
11230,Unknown,Chile
11231,Unknown,Chile
11232,Shining Path (SL),Peru
11233,Shining Path (SL),Peru
11234,Shining Path (SL),Peru
11235,Shining Path (SL),Peru
11236,Shining Path (SL),Peru
11237,Narco-Terrorists,Colombia
11238,Unknown,Peru
11239,Unknown,Peru
11240,Narco-Terrorists,Colombia
11241,Unknown,Colombia
11242,Unknown,Peru
11243,Unknown,Peru
11244,Unknown,Peru
11245,Unknown,Peru
11246,Unknown,Peru
11247,Unknown,Peru
11248,Unknown,Peru
11249,Unknown,Peru
11250,Unknown,Peru
11251,Unknown,Peru
11252,Unknown,Peru
11253,Unknown,Peru
11254,Unknown,Peru
11255,Narco-Terrorists,Colombia
11256,Narco-Terrorists,Colombia
11257,Unknown,Chile
11258,Unknown,Peru
11259,Unknown,Peru
11260,National Liberation Army of Colombia (ELN),Colombia
11261,Unknown,Peru
11262,Unknown,Peru
11263,Revolutionary Armed Forces of Colombia (FARC),Colombia
11264,Unknown,Chile
11265,Unknown,Peru
11266,Shining Path (SL),Peru
11267,Shining Path (SL),Peru
11268,Shining Path (SL),Peru
11269,Shining Path (SL),Peru
11270,Shining Path (SL),Peru
11271,Shining Path (SL),Peru
11272,United Popular Action Movement,Chile
11273,Unknown,Peru
11274,Death Squad,Colombia
11275,Narco-Terrorists,Colombia
11276,Unknown,Peru
11277,Shining Path (SL),Peru
11278,Shining Path (SL),Peru
11279,Shining Path (SL),Peru
11280,Unknown,Peru
11281,Unknown,Colombia
11282,National Liberation Army of Colombia (ELN),Colombia
11283,Unknown,Colombia
11284,Death Squad,Peru
11285,Narco-Terrorists,Colombia
11286,Narco-Terrorists,Colombia
11287,Narco-Terrorists,Colombia
11288,Narco-Terrorists,Colombia
11289,Narco-Terrorists,Colombia
11290,Shining Path (SL),Peru
11291,Narco-Terrorists,Colombia
11292,Narco-Terrorists,Colombia
11293,Narco-Terrorists,Colombia
11294,Unknown,Peru
11295,Narco-Terrorists,Colombia
11296,Narco-Terrorists,Colombia
11297,Narco-Terrorists,Colombia
11298,Revolutionary Armed Forces of Colombia (FARC),Colombia
11299,Narco-Terrorists,Colombia
11300,Narco-Terrorists,Colombia
11301,Narco-Terrorists,Colombia
11302,Shining Path (SL),Peru
11303,Shining Path (SL),Peru
11304,Narco-Terrorists,Colombia
11305,Revolutionary Armed Forces of Colombia (FARC),Colombia
11306,Brunswijk Jungle Commando,Suriname
11307,Narco-Terrorists,Colombia
11308,Brunswijk Jungle Commando,Suriname
11309,Cleansing Hand (La Mano Que Limpia),Colombia
11310,Unknown,Chile
11311,Unknown,Chile
11312,National Liberation Army of Colombia (ELN),Colombia
11313,Shining Path (SL),Peru
11314,Unknown,Colombia
11315,Narco-Terrorists,Colombia
11316,Che Guevara Brigade,Argentina
11317,Narco-Terrorists,Colombia
11318,Narco-Terrorists,Colombia
11319,Patriotic Liberation Front,Peru
11320,Narco-Terrorists,Colombia
11321,Unknown,Colombia
11322,Shining Path (SL),Peru
11323,Unknown,Brazil
11324,Shining Path (SL),Peru
11325,Shining Path (SL),Peru
11326,Narco-Terrorists,Colombia
11327,Shining Path (SL),Peru
11328,Shining Path (SL),Peru
11329,Shining Path (SL),Peru
11330,Shining Path (SL),Peru
11331,Unknown,Chile
11332,Unknown,Chile
11333,Unknown,Chile
11334,Unknown,Chile
11335,Narco-Terrorists,Colombia
11336,Unknown,Colombia
11337,Narco-Terrorists,Colombia
11338,Narco-Terrorists,Colombia
11339,Unknown,Colombia
11340,Narco-Terrorists,Colombia
11341,Shining Path (SL),Peru
11342,Unknown,Colombia
11343,Shining Path (SL),Peru
11344,Unknown,Argentina
11345,Narco-Terrorists,Colombia
11346,Unknown,Argentina
11347,Narco-Terrorists,Colombia
11348,Narco-Terrorists,Colombia
11349,Narco-Terrorists,Colombia
11350,Narco-Terrorists,Colombia
11351,Narco-Terrorists,Colombia
11352,Narco-Terrorists,Colombia
11353,Unknown,Colombia
11354,Narco-Terrorists,Colombia
11355,Death to Bazuqueros,Colombia
11356,Death to Bazuqueros,Colombia
11357,Death to Bazuqueros,Colombia
11358,Narco-Terrorists,Colombia
11359,Shining Path (SL),Peru
11360,Unknown,Peru
11361,Shining Path (SL),Peru
11362,National Liberation Army of Colombia (ELN),Colombia
11363,Narco-Terrorists,Colombia
11364,Narco-Terrorists,Colombia
11365,Narco-Terrorists,Colombia
11366,Narco-Terrorists,Colombia
11367,Narco-Terrorists,Colombia
11368,Narco-Terrorists,Colombia
11369,Narco-Terrorists,Colombia
11370,Narco-Terrorists,Colombia
11371,Narco-Terrorists,Colombia
11372,Narco-Terrorists,Colombia
11373,Narco-Terrorists,Colombia
11374,Shining Path (SL),Peru
11375,Shining Path (SL),Peru
11376,Unknown,Peru
11377,Shining Path (SL),Peru
11378,Shining Path (SL),Peru
11379,Unknown,Peru
11380,Unknown,Peru
11381,Shining Path (SL),Peru
11382,Brunswijk Jungle Commando,Suriname
11383,Shining Path (SL),Peru
11384,Shining Path (SL),Peru
11385,Shining Path (SL),Peru
11386,Shining Path (SL),Peru
11387,Unknown,Peru
11388,Tupac Amaru Revolutionary Movement (MRTA),Peru
11389,Shining Path (SL),Peru
11390,Shining Path (SL),Peru
11391,Unknown,Colombia
11392,Shining Path (SL),Peru
11393,Unknown,Ecuador
11394,Unknown,Ecuador
11395,Shining Path (SL),Peru
11396,Unknown,Peru
11397,Unknown,Peru
11398,Unknown,Peru
11399,Tupac Amaru Revolutionary Movement (MRTA),Peru
11400,Tupac Amaru Revolutionary Movement (MRTA),Peru
11401,Unknown,Peru
11402,Revolutionary Armed Forces of Colombia (FARC),Colombia
11403,Tupac Amaru Revolutionary Movement (MRTA),Peru
11404,Unknown,Peru
11405,Narco-Terrorists,Colombia
11406,Manuel Rodriguez Patriotic Front (FPMR),Chile
11407,Manuel Rodriguez Patriotic Front (FPMR),Chile
11408,Manuel Rodriguez Patriotic Front (FPMR),Chile
11409,Manuel Rodriguez Patriotic Front (FPMR),Chile
11410,Manuel Rodriguez Patriotic Front (FPMR),Chile
11411,Manuel Rodriguez Patriotic Front (FPMR),Chile
11412,Manuel Rodriguez Patriotic Front (FPMR),Chile
11413,Manuel Rodriguez Patriotic Front (FPMR),Chile
11414,Manuel Rodriguez Patriotic Front (FPMR),Chile
11415,Manuel Rodriguez Patriotic Front (FPMR),Chile
11416,Manuel Rodriguez Patriotic Front (FPMR),Chile
11417,Manuel Rodriguez Patriotic Front (FPMR),Chile
11418,Manuel Rodriguez Patriotic Front (FPMR),Chile
11419,Manuel Rodriguez Patriotic Front (FPMR),Chile
11420,Unknown,Ecuador
11421,Shining Path (SL),Peru
11422,Shining Path (SL),Peru
11423,Shining Path (SL),Peru
11424,Manuel Rodriguez Patriotic Front (FPMR),Chile
11425,Manuel Rodriguez Patriotic Front (FPMR),Chile
11426,Manuel Rodriguez Patriotic Front (FPMR),Chile
11427,Narco-Terrorists,Colombia
11428,Narco-Terrorists,Colombia
11429,Narco-Terrorists,Colombia
11430,Narco-Terrorists,Colombia
11431,Narco-Terrorists,Colombia
11432,Unknown,Ecuador
11433,Unknown,Colombia
11434,Shining Path (SL),Peru
11435,Unknown,Peru
11436,Unknown,Peru
11437,Shining Path (SL),Peru
11438,Unknown,Peru
11439,Unknown,Peru
11440,Unknown,Chile
11441,United Popular Action Movement,Chile
11442,Unknown,Argentina
11443,Unknown,Argentina
11444,Unknown,Argentina
11445,Unknown,Argentina
11446,Unknown,Argentina
11447,Shining Path (SL),Peru
11448,Shining Path (SL),Peru
11449,Shining Path (SL),Peru
11450,Shining Path (SL),Peru
11451,Narco-Terrorists,Colombia
11452,Narco-Terrorists,Colombia
11453,Unknown,Chile
11454,Unknown,Chile
11455,Narco-Terrorists,Colombia
11456,Shining Path (SL),Peru
11457,Shining Path (SL),Peru
11458,Shining Path (SL),Peru
11459,Shining Path (SL),Peru
11460,Shining Path (SL),Peru
11461,Shining Path (SL),Peru
11462,Tupac Amaru Revolutionary Movement (MRTA),Peru
11463,Shining Path (SL),Peru
11464,Unknown,Peru
11465,Unknown,Peru
11466,Shining Path (SL),Peru
11467,Shining Path (SL),Peru
11468,Shining Path (SL),Peru
11469,Shining Path (SL),Peru
11470,United Popular Action Movement,Chile
11471,Narco-Terrorists,Colombia
11472,Shining Path (SL),Peru
11473,Shining Path (SL),Peru
11474,Unknown,Chile
11475,Unknown,Peru
11476,Unknown,Peru
11477,Shining Path (SL),Peru
11478,Shining Path (SL),Peru
11479,Shining Path (SL),Peru
11480,Unknown,Peru
11481,Unknown,Peru
11482,Unknown,Peru
11483,Shining Path (SL),Peru
11484,Shining Path (SL),Peru
11485,Shining Path (SL),Peru
11486,Shining Path (SL),Peru
11487,Manuel Rodriguez Patriotic Front (FPMR),Chile
11488,Manuel Rodriguez Patriotic Front (FPMR),Chile
11489,Manuel Rodriguez Patriotic Front (FPMR),Chile
11490,Shining Path (SL),Peru
11491,Shining Path (SL),Peru
11492,Unknown,Peru
11493,Unknown,Peru
11494,United Popular Action Movement,Chile
11495,United Popular Action Movement,Chile
11496,The Extraditables,Colombia
11497,Tupac Amaru Revolutionary Movement (MRTA),Peru
11498,Narco-Terrorists,Colombia
11499,Unknown,Chile
11500,Unknown,Chile
11501,Unknown,Chile
11502,Unknown,Chile
11503,September 11 Commandos,Chile
11504,September 11 Commandos,Chile
11505,Unknown,Chile
11506,Unknown,Chile
11507,Unknown,Chile
11508,National Liberation Army of Colombia (ELN),Colombia
11509,Colombian Revolution,Colombia
11510,Tupac Amaru Revolutionary Movement (MRTA),Peru
11511,Shining Path (SL),Peru
11512,Shining Path (SL),Peru
11513,Shining Path (SL),Peru
11514,Unknown,Argentina
11515,National Liberation Army of Colombia (ELN),Colombia
11516,Tupac Amaru Revolutionary Movement (MRTA),Peru
11517,Unknown,Colombia
11518,Unknown,Colombia
11519,Unknown,Colombia
11520,Unknown,Colombia
11521,Shining Path (SL),Peru
11522,Shining Path (SL),Peru
11523,Shining Path (SL),Peru
11524,Shining Path (SL),Peru
11525,Unknown,Chile
11526,Unknown,Chile
11527,Unknown,Chile
11528,Unknown,Chile
11529,Unknown,Chile
11530,Unknown,Chile
11531,National Liberation Army of Colombia (ELN),Colombia
11532,National Liberation Army of Colombia (ELN),Colombia
11533,Shining Path (SL),Peru
11534,Shining Path (SL),Peru
11535,Shining Path (SL),Peru
11536,The Extraditables,Colombia
11537,The Extraditables,Colombia
11538,Unknown,Brazil
11539,Shining Path (SL),Peru
11540,Shining Path (SL),Peru
11541,Tupac Amaru Revolutionary Movement (MRTA),Peru
11542,Unknown,Colombia
11543,Shining Path (SL),Peru
11544,Shining Path (SL),Peru
11545,Unknown,Colombia
11546,Unknown,Brazil
11547,Shining Path (SL),Peru
11548,Unknown,Brazil
11549,Unknown,Peru
11550,Unknown,Colombia
11551,United Popular Action Movement,Chile
11552,Popular Liberation Army (EPL),Colombia
11553,Unknown,Chile
11554,United Popular Action Movement,Chile
